2023-06-07 12:44:15,315 INFO    StreamThr :28966 [internal.py:wandb_internal():87] W&B internal server running at pid: 28966, started at: 2023-06-07 12:44:15.315327
2023-06-07 12:44:15,316 DEBUG   HandlerThread:28966 [handler.py:handle_request():144] handle_request: status
2023-06-07 12:44:15,320 INFO    WriterThread:28966 [datastore.py:open_for_write():85] open: /Users/visriv/Documents/Git/xai-seq/wandb/run-20230607_124415-9bsoiav9/run-9bsoiav9.wandb
2023-06-07 12:44:15,321 DEBUG   SenderThread:28966 [sender.py:send():336] send: header
2023-06-07 12:44:15,370 DEBUG   SenderThread:28966 [sender.py:send():336] send: run
2023-06-07 12:44:16,206 INFO    SenderThread:28966 [dir_watcher.py:__init__():216] watching files in: /Users/visriv/Documents/Git/xai-seq/wandb/run-20230607_124415-9bsoiav9/files
2023-06-07 12:44:16,206 INFO    SenderThread:28966 [sender.py:_start_run_threads():1067] run started: 9bsoiav9 with start time 1686122055.315524
2023-06-07 12:44:16,206 DEBUG   SenderThread:28966 [sender.py:send_request():363] send_request: summary_record
2023-06-07 12:44:16,207 INFO    SenderThread:28966 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-06-07 12:44:16,211 DEBUG   HandlerThread:28966 [handler.py:handle_request():144] handle_request: check_version
2023-06-07 12:44:16,212 DEBUG   SenderThread:28966 [sender.py:send_request():363] send_request: check_version
2023-06-07 12:44:16,344 DEBUG   HandlerThread:28966 [handler.py:handle_request():144] handle_request: run_start
2023-06-07 12:44:16,359 DEBUG   HandlerThread:28966 [system_info.py:__init__():31] System info init
2023-06-07 12:44:16,359 DEBUG   HandlerThread:28966 [system_info.py:__init__():46] System info init done
2023-06-07 12:44:16,359 INFO    HandlerThread:28966 [system_monitor.py:start():151] Starting system monitor
2023-06-07 12:44:16,360 INFO    SystemMonitor:28966 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-06-07 12:44:16,361 INFO    HandlerThread:28966 [system_monitor.py:probe():172] Collecting system info
2023-06-07 12:44:16,361 DEBUG   HandlerThread:28966 [system_info.py:probe():195] Probing system
2023-06-07 12:44:16,361 INFO    SystemMonitor:28966 [interfaces.py:start():168] Started cpu
2023-06-07 12:44:16,362 INFO    SystemMonitor:28966 [interfaces.py:start():168] Started disk
2023-06-07 12:44:16,362 INFO    SystemMonitor:28966 [interfaces.py:start():168] Started memory
2023-06-07 12:44:16,363 INFO    SystemMonitor:28966 [interfaces.py:start():168] Started network
2023-06-07 12:44:16,370 DEBUG   HandlerThread:28966 [system_info.py:_probe_git():180] Probing git
2023-06-07 12:44:16,413 DEBUG   HandlerThread:28966 [system_info.py:_probe_git():188] Probing git done
2023-06-07 12:44:16,414 DEBUG   HandlerThread:28966 [system_info.py:probe():241] Probing system done
2023-06-07 12:44:16,414 DEBUG   HandlerThread:28966 [system_monitor.py:probe():181] {'os': 'macOS-12.6.3-x86_64-i386-64bit', 'python': '3.9.6', 'heartbeatAt': '2023-06-07T07:14:16.361575', 'startedAt': '2023-06-07T07:14:15.305173', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'stock_pred_seq.ipynb', 'root': '/Users/visriv/Documents/Git/xai-seq', 'git': {'remote': 'https://github.com/visriv/xai-seq.git', 'commit': '32cc06d2eff8e63ed511a68e183a7918c53cd875'}, 'email': None, 'host': 'Vishals-MacBook-Pro.local', 'username': 'visriv', 'executable': '/Library/Developer/CommandLineTools/usr/bin/python3', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2600, 'min': 2600, 'max': 2600}, 'cpu_freq_per_core': [{'current': 2600, 'min': 2600, 'max': 2600}], 'disk': {'total': 465.62699127197266, 'used': 20.51349639892578}, 'memory': {'total': 16.0}}
2023-06-07 12:44:16,414 INFO    HandlerThread:28966 [system_monitor.py:probe():182] Finished collecting system info
2023-06-07 12:44:16,414 INFO    HandlerThread:28966 [system_monitor.py:probe():185] Publishing system info
